,OBJECTID,link_4,link_3,link_2,hyperlink,projectno,year,GlobalID,Shape__Area,Shape__Length,EditYr,Edited,Link1True,Link2True,Link3True,Link4True
112,113, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{67A0F9E0-FE11-46D6-833C-44625FF4BC58},82494.41797000001,3457.4124799999995,,NO,True,NoLink,NoLink,NoLink
113,114, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{4851C443-BE26-42D7-AE6E-A747F79F55C0},76653.02734,3634.471287,,NO,True,NoLink,NoLink,NoLink
114,115, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282891.pdf,C282891,2007.0,{1E2DC8DD-08ED-4539-9721-3880F6970900},76346.96875,1167.849408,2017.0,YES,True,NoLink,NoLink,NoLink
115,116, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4308A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4308.pdf,Tract No 4308,1980.0,{D0AFFE01-EFCD-4754-AA9B-4279E0D03465},74895.46875,1121.878927,,NO,True,True,NoLink,NoLink
116,117, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4139.pdf,Tract No 4139,0.0,{7CF1D2B5-3A8B-438E-AE30-59A7569FA33A},73519.99219,1085.069127,,NO,True,NoLink,NoLink,NoLink
117,118, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165910A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165910.pdf,C165910,2002.0,{34B9D558-AC2E-407F-848E-EE975801E930},70629.97266,1204.079295,,NO,True,True,NoLink,NoLink
118,119, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C135410.pdf,C135410,2006.0,{5A8D64BE-F372-4017-A195-DCD932DC1166},70430.47266,1685.134553,2017.0,YES,True,NoLink,NoLink,NoLink
119,120, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/94700.pdf,94700,1987.0,{D13BD615-B845-4233-99FA-891F9A201D46},68544.49609,1156.611756,,NO,True,NoLink,NoLink,NoLink
120,121, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65410.pdf,C65410,1998.0,{78980060-0E2D-4521-BB0B-24B11E6D5E5E},67375.93359,2913.4549469999997,,NO,True,NoLink,NoLink,NoLink
121,122, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69610.pdf,C69610,1997.0,{76F3C1F1-E687-4AB5-AC2D-F5F615523930},65835.93359,3472.7895399999998,,NO,True,NoLink,NoLink,NoLink
122,123, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4726.pdf,Tract No 4726,0.0,{E857A9A8-F959-4F55-91B2-10F9806C52DC},63739.5,1431.520356,,NO,True,NoLink,NoLink,NoLink
123,124, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30710.pdf,G30710,1989.0,{4F69A061-5AF6-46B7-B396-9BFB210119D4},61885.46484,3067.585969,2020.0,YES,True,NoLink,NoLink,NoLink
124,125, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/B04510.pdf,B04510,2000.0,{1313F4FC-AFF8-4438-8011-8D606BC85414},61550.48047,1020.6616359999999,,NO,True,NoLink,NoLink,NoLink
125,126, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/83350.pdf,83350,1977.0,{AA4AF089-400E-4661-863E-B4889C77B1B1},60013.96875,3769.654918,,NO,True,NoLink,NoLink,NoLink
126,127, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C63510.pdf,C63510,1993.0,{D4CD4008-DCE8-4EE7-B654-4E15522F12F1},59847.43359,1960.8437649999998,,NO,True,NoLink,NoLink,NoLink
127,128, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C97410.pdf,C97410,1989.0,{71AB17AF-4172-4C49-91F3-EC6DE01D763E},59067.50391,2697.302626,,NO,True,NoLink,NoLink,NoLink
128,129, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329112.pdf,C329112,2009.0,{12CD9CD2-676B-4C2E-9373-119AC9A47E31},96020.26172000001,2403.419391,2017.0,YES,True,NoLink,NoLink,NoLink
129,130, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4059.pdf,Tract No 4059,1978.0,{C8E0BFF8-1BF7-4864-B1A6-3E7E88314B89},58049.98047,915.1812874,2020.0,YES,True,NoLink,NoLink,NoLink
130,131, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39610.pdf,C39610,1992.0,{FBC19CCB-9CFE-4954-8993-CA932CB96527},73797.59375,4309.3010890000005,2019.0,YES,True,NoLink,NoLink,NoLink
131,132, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79710.pdf,C79710,2008.0,{90E9C978-DF77-4FA7-88FA-423D7F680273},55639.546879999994,3916.0958259999998,,NO,True,NoLink,NoLink,NoLink
132,133, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4154A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4154.pdf,Tract No 4154,1979.0,{8F55DF58-2116-42F5-8E21-A4D498595BB0},54916.48828,1161.2951130000001,,NO,True,True,NoLink,NoLink
133,134, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282892.pdf,C282892,2009.0,{01E379D8-A7E8-4264-8587-8D079BC36556},52286.45703,1017.1465910000001,,NO,True,NoLink,NoLink,NoLink
134,135, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{D257AEA8-F1E3-400A-8CEB-2A39AFF07E1E},51919.37109,4734.102137,,NO,True,NoLink,NoLink,NoLink
135,136, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/73890.pdf,73890,1988.0,{F5D0502A-6F95-47E2-ACE8-679020B0824B},51211.50781,3258.851832,,NO,True,NoLink,NoLink,NoLink
136,137, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C183510A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C183510.pdf,C183510,2002.0,{EF695CD8-1594-44B1-9385-A6AE77834C73},47724.95703,2126.197307,2020.0,YES,True,True,NoLink,NoLink
137,138, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C261010A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C261010.pdf,C261010,2006.0,{287FC257-853E-4F1F-B671-2CA8A24C025F},45074.94531,3260.641491,,NO,True,True,NoLink,NoLink
138,139, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_3632_a.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_3632.pdf,Tract No 3632,1975.0,{AD5A506B-8A8C-4F20-BEFA-2F449B159E97},44187.03125,1289.529334,,NO,True,True,NoLink,NoLink
139,140, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C95810.pdf,C95810,2002.0,{23325123-74B6-4F1F-8289-EF1E7F18A5AE},72976.61327999999,4636.375204,2020.0,YES,True,NoLink,NoLink,NoLink
140,141, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C68410.pdf,C68410,1994.0,{11132338-46C4-400A-AF9C-7F6155BA1C57},40628.86719,807.8742075,,NO,True,NoLink,NoLink,NoLink
141,142, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G53910.pdf,G53910,1988.0,{516EAC12-47F3-4008-84B5-0C868ED68191},40133.49219,776.3311328,,NO,True,NoLink,NoLink,NoLink
142,143, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/83820.pdf,83820,0.0,{70FFE8F1-C931-4FC5-985A-64CA377D7FAA},38941.97656,2251.320781,,NO,True,NoLink,NoLink,NoLink
143,144, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C45310.pdf,C45310,1992.0,{4106CEDB-5E61-4C4E-BF5A-9E8A6DECF3CF},38433.98047,967.7683731000001,,NO,True,NoLink,NoLink,NoLink
144,145, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C80010.pdf,C80010,2005.0,{39EABE24-C51E-4D8F-991E-5C0FE747B010},37571.99609,3486.258909,,NO,True,NoLink,NoLink,NoLink
145,146, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C48810.pdf,C48810,1991.0,{16B1442C-B965-4B5A-A9C4-C23C65FBC8E8},37298.5,772.4136074,,NO,True,NoLink,NoLink,NoLink
146,147, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57110.pdf,C57110,1993.0,{4C97F08E-9E06-4E0C-89FB-436F5A208D2C},36458.95703,1738.964427,,NO,True,NoLink,NoLink,NoLink
147,148, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282820A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282820.pdf,C282820,2008.0,{2FE9BF4B-D58A-4DBF-857D-5E6D5C3DBAC6},36140.99609,855.8833148,,NO,True,True,NoLink,NoLink
148,149, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76110.pdf,C76110,1998.0,{250C4DD2-3470-4205-AAA8-249A9604D5B7},35668.96875,915.072267,,NO,True,NoLink,NoLink,NoLink
149,150, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C99910.pdf,C99910,1999.0,{75770455-EDDB-45FD-8968-A386E9BAB755},9081.046875,437.57063939999995,2019.0,YES,True,NoLink,NoLink,NoLink
150,151, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C260110.pdf,C260110,2006.0,{CC79EB21-1182-4A0E-96FE-237983E29042},35205.98438,1594.0056960000002,,NO,True,NoLink,NoLink,NoLink
151,152, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C71110.pdf,C71110,1996.0,{A7D5B667-C9D6-4EE8-B2C1-0646177AE434},35086.53125,2069.707222,,NO,True,NoLink,NoLink,NoLink
152,153, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329133.pdf,C329133,2013.0,{61C5AE02-227C-4A89-89A1-475F05B82A04},34745.50391,817.3217198,2017.0,YES,True,NoLink,NoLink,NoLink
153,154, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C95370.pdf,C95370,0.0,{68C4E220-AE4B-4AE2-AA3D-772210398288},33467.00391,726.1390642000001,,NO,True,NoLink,NoLink,NoLink
154,155, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G31800%2887310%29.pdf,G31800,1989.0,{492B25C0-D8EC-4E84-850D-113B0441E0B8},32977.50391,3379.551768,2020.0,YES,True,NoLink,NoLink,NoLink
155,156, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C78510.pdf,C78510,1997.0,{1F3952F5-436A-44FC-BDA0-3512D1A99760},32922.99609,1219.0461710000002,,NO,True,NoLink,NoLink,NoLink
156,157, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282811.pdf,C282811,2009.0,{E8882CE9-F6E8-451E-933C-2E5FAFAE54ED},66105.91016,1345.390269,2017.0,YES,True,NoLink,NoLink,NoLink
157,158, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329130.pdf,C329130,2012.0,{B5D376EF-F92E-489A-A2D1-905E8EA4F242},32465.992189999997,1898.0601420000003,2017.0,YES,True,NoLink,NoLink,NoLink
158,159, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76610.pdf,C76610,1997.0,{F24BD6EE-2BE8-4AF1-831D-24892CC563E4},32395.98828,757.8017369,,NO,True,NoLink,NoLink,NoLink
159,160, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Unnamed_Misc/Subdivision_No_3726.pdf,Subdiv No 3726,0.0,{13BFBAA8-D137-4863-ABCF-AA8608F6D9AD},31960.48438,709.3937953,,NO,True,NoLink,NoLink,NoLink
160,161, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C63510.pdf,C63510,1993.0,{48FF8F15-3D08-4523-972C-6802CD14C2CA},31511.98438,1250.159565,,NO,True,NoLink,NoLink,NoLink
161,162, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C71310.pdf,C71310,1995.0,{F1804F22-5A72-4B00-8EB5-BF131339EF75},31345.992189999997,673.2169947000001,,NO,True,NoLink,NoLink,NoLink
162,163, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Unnamed_Misc/Zone12Project.pdf,Zone12Project,0.0,{D8F9BF36-A7C9-4334-8A92-D3E23B86AC55},29912.976560000003,2153.012733,,NO,True,NoLink,NoLink,NoLink
163,164, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_3358.pdf,Tract No 3358,1972.0,{5DDD41A2-FDA7-406A-9E1D-31A2245EC4C0},29242.496089999997,743.3415862,,NO,True,NoLink,NoLink,NoLink
164,165, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C00910.pdf,C00910,1993.0,{D5685089-0712-46A0-9027-6CE6461274A0},27869.625,2096.65221,2020.0,YES,True,NoLink,NoLink,NoLink
165,166, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329137.pdf,C329137,2010.0,{B68A397F-BBAE-4611-A64A-E2F5C7373CB2},27962.164060000003,604.4243334,2017.0,YES,True,NoLink,NoLink,NoLink
166,167, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39010.pdf,C39010,1992.0,{004D80BF-DF07-49FF-82FB-04EBA615D8F1},26986.51172,2729.433012,,NO,True,NoLink,NoLink,NoLink
167,168, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C92010.pdf,C92010,1998.0,{E7B5B077-AF4E-4CE6-AFD7-E4CD04919AD9},10655.55859,593.9553189,2019.0,YES,True,NoLink,NoLink,NoLink
168,169, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79310.pdf,C79310,2006.0,{DED2ED2E-BE13-4A5C-80F9-F816664E1B1C},26441.97266,2445.283015,,NO,True,NoLink,NoLink,NoLink
169,170, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C279010.pdf,C279010,2006.0,{D48783C5-2729-4F68-8146-ED6310FB95D8},26306.99609,972.691109,,NO,True,NoLink,NoLink,NoLink
170,171, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C63510.pdf,C63510,1993.0,{E9DC6486-0852-4EE7-9F6F-DEC0422776F1},25300.01172,1214.77516,,NO,True,NoLink,NoLink,NoLink
171,172, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C92010.pdf,C92010,1998.0,{2BB43BB5-3ACC-489C-AC2E-DEF0474E53C8},3472.2617189999996,258.59757149999996,,YES,True,NoLink,NoLink,NoLink
172,173, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30800%2879110%29.pdf,G30800,1987.0,{9088508C-9B89-4AEB-A264-C9363C8351D1},24955.01563,1559.0204019999999,,NO,True,NoLink,NoLink,NoLink
173,174, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/W833.pdf,W833,2007.0,{B693ABD3-3505-4F75-9F99-8446440B2980},24857.98828,662.3803982999999,,NO,True,NoLink,NoLink,NoLink
174,175, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30510%2884820%29.pdf,G30510,0.0,{0E80AECD-FECC-452D-86EE-0DBEDEFE1976},24726.97266,1160.6653789999998,,NO,True,NoLink,NoLink,NoLink
175,176, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C77420.pdf,C77420,1998.0,{9210492E-E715-4DFE-B72E-55F5D731E34D},24456.67578,705.8990052,,NO,True,NoLink,NoLink,NoLink
176,177, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C08930.pdf,C08930,1997.0,{B2561A9E-5942-48C1-AB8D-8B5105A6EB94},24480.51172,2010.8803920000003,,NO,True,NoLink,NoLink,NoLink
177,178, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C92210.pdf,C92210,1999.0,{F3B07C29-05E3-4AA1-882D-5A7601C6C957},24038.98047,661.5265988,,NO,True,NoLink,NoLink,NoLink
178,179, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/85550.pdf,85550,1988.0,{DDC386C0-1747-4BA9-807E-CC2869EF034B},24026.50781,1239.568774,,NO,True,NoLink,NoLink,NoLink
179,180, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C64410.pdf,C64410,1993.0,{B462864B-C452-40D6-8DAB-DFA2ABE206A8},23596.375,634.3443465,,NO,True,NoLink,NoLink,NoLink
180,181, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/A123610.pdf,A123610,2000.0,{F2CC63EC-163D-4163-B4CF-8E594D9BC203},23191.41016,2451.848156,,NO,True,NoLink,NoLink,NoLink
181,182, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C194710.pdf,C194710,2003.0,{677F831A-107E-4D22-B072-8A44C636D19F},22494.92578,2455.9906960000003,,NO,True,NoLink,NoLink,NoLink
182,183, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C73310.pdf,C73310,1995.0,{19D9FB13-DB59-4028-B755-BD47401CB863},22016.44141,634.7920454,,NO,True,NoLink,NoLink,NoLink
183,184, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65910.pdf,C65910,1995.0,{C166371F-179D-411B-A0A7-AD064CB3D6C2},21791.00781,975.4409475,,NO,True,NoLink,NoLink,NoLink
184,185, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C80010.pdf,C80010,2005.0,{5E8CAF5A-87A2-41EA-AB86-1795C3E8782E},21173.48828,1720.9043760000002,,NO,True,NoLink,NoLink,NoLink
185,186, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C716.pdf,C716,1962.0,{0409E2F6-F22A-451A-84D0-574B6205C288},21084.98047,1358.8657699999999,,NO,True,NoLink,NoLink,NoLink
186,187, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C67310.pdf,C67310,2006.0,{AC7B3DF2-EC57-4E4A-A231-6A8E2FC5CEF9},20935.00391,1335.239961,,NO,True,NoLink,NoLink,NoLink
187,188, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C09310.pdf,C09310,0.0,{78EB6F3E-AAE8-4590-B275-B97B0C81EAC2},20279.49219,590.5586495,,NO,True,NoLink,NoLink,NoLink
188,189, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56010.pdf,C56010,1993.0,{3B189650-94DF-4BA6-95DB-6803618E792F},19957.98047,1039.389447,,NO,True,NoLink,NoLink,NoLink
189,190, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Unnamed_Misc/STPL5012%5B001%5D.pdf,STPL5012,0.0,{59703A1B-557F-456C-BF64-0012775F55A5},19288.0,684.0733702,,NO,True,NoLink,NoLink,NoLink
190,191, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G22110.pdf,G22110,0.0,{5690E9AE-B07C-4F8F-9F95-1CA0DA6A84E2},19227.5,903.9882322000001,,NO,True,NoLink,NoLink,NoLink
191,192, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329114.pdf,C329114,2008.0,{2F7FFD5C-E26E-4E9D-AF42-23392B5432E2},18672.49609,652.5315607000001,2017.0,YES,True,NoLink,NoLink,NoLink
192,193, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329133.pdf,C329133,2013.0,{85C9CCE1-A95A-4E0F-BC5C-5EBFF83CE070},18581.47656,589.0297357999999,2017.0,YES,True,NoLink,NoLink,NoLink
193,194, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30510%2884820%29.pdf,G30510,0.0,{8E84B20D-E508-4533-BA95-888198ADAEE8},18327.98438,1780.604363,,NO,True,NoLink,NoLink,NoLink
194,195, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/70720.pdf,70720,1982.0,{C7D25C24-56DA-41D4-9AF3-75FF036EC6C2},18022.49609,584.7436992,,NO,True,NoLink,NoLink,NoLink
195,196, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C71710.pdf,C71710,1996.0,{4083EEAB-D23E-45D1-A457-C8504C773358},17770.00391,846.3702513000001,,NO,True,NoLink,NoLink,NoLink
196,197, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C02810.pdf,C02810,1991.0,{E4917D29-ADFA-4DC7-B7F7-6CB868E9C016},17752.88672,1127.2903720000002,,NO,True,NoLink,NoLink,NoLink
197,198, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/AA2068.pdf,AA2068,0.0,{F7AEA34D-BC90-46E0-A204-0F0F4A99BF15},17720.99219,1258.8357460000002,,NO,True,NoLink,NoLink,NoLink
198,199, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C184710.pdf,C184710,2001.0,{BDB49902-6A64-46EC-A716-064CA5FBE0B7},17721.50391,637.8692419,,NO,True,NoLink,NoLink,NoLink
199,200, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5092A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5092.pdf,SAD 5092,1970.0,{66E42B53-78EA-4D16-B209-0E71E7D469C1},17748.98438,790.1488213,,NO,True,True,NoLink,NoLink
200,201, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310.pdf,C262310,2008.0,{D974FF3C-509D-4934-8DFC-E5BC6E88CBB6},4660.332031,465.0991382,,NO,True,True,NoLink,NoLink
201,202, , , , ,P128840,0.0,{C7DF9B39-54DE-481F-82A9-0ACBA9B93B90},16707.21094,1007.6507949999999,,NO,NoLink,NoLink,NoLink,NoLink
202,203, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C90010.pdf,C90010,1998.0,{FE9457D9-00D7-4BCE-8242-659A416D0035},16579.49609,1506.6068380000002,,NO,True,NoLink,NoLink,NoLink
203,204, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C84210.pdf,C84210,1997.0,{05E543FF-9A36-4DA8-A601-D4380CFBA3A9},16470.5,482.78787800000003,,NO,True,NoLink,NoLink,NoLink
204,205, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65910.pdf,C65910,1995.0,{FF5FB393-ED2C-476B-9396-5FDE67C60794},16269.50781,884.1570278999999,,NO,True,NoLink,NoLink,NoLink
205,206, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56610.pdf,C56610,1996.0,{0FB7371D-75F7-4DDE-85AA-464DE68B6B44},16214.113280000001,628.0572254,,NO,True,NoLink,NoLink,NoLink
206,207, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30510%2884820%29.pdf,G30510,0.0,{6409EE62-895C-482C-A863-2E466103E901},15970.488280000001,1283.870238,,NO,True,NoLink,NoLink,NoLink
207,208, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C68610.pdf,C68610,1994.0,{ADD0014D-D4F4-430D-938A-3F8697D7BE78},15885.988280000001,473.6371558999999,,NO,True,NoLink,NoLink,NoLink
208,209, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C44310.pdf,C44310,1992.0,{59CAD758-0C9F-46DE-B58E-2CB5666ECF74},15850.97656,1650.108518,,NO,True,NoLink,NoLink,NoLink
209,210, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56010.pdf,C56010,1993.0,{8340D56E-99A3-43C8-B52E-5E5DFEB4EEB4},15286.484380000002,729.3590156,,NO,True,NoLink,NoLink,NoLink
210,211, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70810.pdf,C70810,1995.0,{CE94A756-B223-45AA-A465-50C490EB5818},15131.457030000001,592.1708285,,NO,True,NoLink,NoLink,NoLink
211,212, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C316210.pdf,C316210,2010.0,{CF3479CE-7DBB-4069-87C3-FAC1070AA256},14540.988280000001,493.9765154,,NO,True,NoLink,NoLink,NoLink
212,213, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79910.pdf,C79910,2000.0,{12DD3CFB-9B0F-4E3E-BEDA-AF9FC65BBC38},14367.52344,1456.3817689999998,,NO,True,NoLink,NoLink,NoLink
213,214, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/73750.pdf,73750,0.0,{D6178014-3BAB-4139-BCF0-C6156929550A},14245.47266,1006.666717,,NO,True,NoLink,NoLink,NoLink
214,215, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{F20C52FE-954E-460F-A6BE-E6B0109553B9},14222.5,1236.826212,,NO,True,NoLink,NoLink,NoLink
215,216, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C99010.pdf,C99010,1999.0,{B146C8E0-45DC-433F-9D0A-BEBF7C46D137},14116.38281,589.8210795,,NO,True,NoLink,NoLink,NoLink
216,217, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C53410.pdf,C53410,1994.0,{1BC7245D-179F-41D3-B34B-9B8593B0B2D4},14071.97656,535.7796164,2020.0,YES,True,NoLink,NoLink,NoLink
217,218, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C96310.pdf,C96310,2002.0,{DBDC0C1A-9B65-4EE7-97BF-CD37FE1D74F6},13984.47266,1077.522229,2020.0,YES,True,NoLink,NoLink,NoLink
218,219, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C194922.pdf,C194922,2008.0,{62DA1C86-2F1B-4DAC-B405-B1E694FC7C0E},13963.99609,924.306701,,NO,True,NoLink,NoLink,NoLink
219,220, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C71310.pdf,C71310,1995.0,{4223AD5A-AA4E-4BFB-BCA6-8A8358D35DA8},13762.49219,554.5596373999999,,NO,True,NoLink,NoLink,NoLink
220,221, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C34800.pdf,C34800,0.0,{030864B1-A3A8-452F-A89F-6F90AB5F7211},13649.988280000001,816.3061656,,NO,True,NoLink,NoLink,NoLink
221,222, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59510.pdf,C59510,1996.0,{12D7848A-4912-41E6-90A7-83BB148F5DA2},13376.0,869.6485765000001,,NO,True,NoLink,NoLink,NoLink
222,223, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/A122010.pdf,A122010,1999.0,{DBA66BC1-08CE-4D84-980B-15E814BCBCF2},13137.0,474.18964639999996,,NO,True,NoLink,NoLink,NoLink
223,224, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C260910.pdf,C260910,2005.0,{08237D62-A243-4E0C-BEBE-9162ED03E575},10713.25391,1401.6248050000002,2017.0,YES,True,NoLink,NoLink,NoLink
224,225, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C73110.pdf,C73110,1996.0,{E7A0F31E-7663-4067-AA88-FBEF16BAA046},12730.0,1024.5146539999998,,NO,True,NoLink,NoLink,NoLink
225,226, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282815.pdf,C282815,2006.0,{F024ACE9-3D2E-4273-9A4D-6C2EF70B36AD},12652.49609,498.32114939999997,,NO,True,NoLink,NoLink,NoLink
226,227, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329138.pdf,C329138,2013.0,{A04B81ED-70B3-43B7-8D58-676BE0F620D0},13003.09375,1173.731568,2017.0,YES,True,NoLink,NoLink,NoLink
