,OBJECTID,link_4,link_3,link_2,hyperlink,projectno,year,GlobalID,Shape__Area,Shape__Length,EditYr,Edited,Link1True,Link2True,Link3True,Link4True
227,228, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282820.pdf,C282820,2008.0,{59C42659-4AFB-4867-B899-2C994D3DA04A},12201.00781,810.5252199,2017.0,YES,True,NoLink,NoLink,NoLink
228,229, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/B03710.pdf,B03710,2000.0,{406F93DF-9E14-4A7D-BE3D-AA040443D246},12116.99219,466.490284,,NO,True,NoLink,NoLink,NoLink
229,230, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C15700.pdf,C15700,1989.0,{D20EA842-1EEE-479A-B0E8-A741846023CE},11729.00781,682.2890097,,NO,True,NoLink,NoLink,NoLink
230,231, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C89310.pdf,C89310,1998.0,{29E9A30C-3ED9-48DC-8D06-4FD4CD9D39B3},11508.99609,571.8647142000001,,NO,True,NoLink,NoLink,NoLink
231,232, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C696.pdf,C696,1968.0,{31DB7203-F3A6-46EF-84E3-946BBB99A2C6},11462.51172,1058.6114189999998,,NO,True,NoLink,NoLink,NoLink
232,233, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C200610.pdf,C200610,2003.0,{F3210C71-6228-431A-A091-5C979232AED9},6585.695313,860.3790339999999,2019.0,YES,True,NoLink,NoLink,NoLink
233,234, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76210.pdf,C76210,1997.0,{50E60090-92C0-4BA9-B593-6965A4BFCFE2},11260.98828,1093.8850619999998,,NO,True,NoLink,NoLink,NoLink
234,235, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310.pdf,C262310,2008.0,{CBAAF507-F345-4F8D-BA67-EA7F60802A9D},3954.3320310000004,517.1845246,,NO,True,True,NoLink,NoLink
235,236, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C15700.pdf,C15700,1989.0,{0DB06A13-5570-4E1A-B425-A608828359E3},11181.50391,938.3714357000001,,NO,True,NoLink,NoLink,NoLink
236,237, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282813.pdf,C282813,2006.0,{A6FE9B32-66F0-45A2-B563-01C5E9FF0CAD},10965.98438,1205.464205,2017.0,YES,True,NoLink,NoLink,NoLink
237,238, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{80C4B082-8DDD-4F7A-9DF2-792F88ED77AA},10856.50391,1300.6864859999998,,NO,True,NoLink,NoLink,NoLink
238,239, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C45810A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C45810.pdf,C45810,1991.0,{FFDE3974-9DC5-415E-AF2B-F04D3BEDD62D},10781.99609,714.5783736000001,,NO,True,True,NoLink,NoLink
239,240, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C84110.pdf,C84110,1997.0,{CC495177-DB0E-4C82-9663-B14659DCA689},10801.49609,770.2146239,,NO,True,NoLink,NoLink,NoLink
240,241, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57810.pdf,C57810,1994.0,{39E6CEDC-0A89-45D8-BCC6-F8CA842DF3FA},10683.52344,1177.602906,,NO,True,NoLink,NoLink,NoLink
241,242, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76510.pdf,C76510,0.0,{FAAFAB92-A179-43F2-A662-016793E038F7},10485.80078,372.77896780000003,,NO,True,NoLink,NoLink,NoLink
242,243, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C68910.pdf,C68910,1995.0,{078E0B47-6022-44EB-86C7-C1AE258FD014},10418.49219,457.0023811000001,,NO,True,NoLink,NoLink,NoLink
243,244, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C209010.pdf,C209010,2002.0,{2B11EA2D-7D6B-4BF6-9667-9E94C2D97F09},10078.00781,1060.022958,,NO,True,NoLink,NoLink,NoLink
244,245, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C91710.pdf,C91710,2000.0,{C122C7D0-8B9A-4C14-A946-2B7FF47BC155},10077.0,519.7112091,,NO,True,NoLink,NoLink,NoLink
245,246, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C41210.pdf,C41210,1993.0,{02BFFCF0-8CCF-453F-ABCF-E9BF75C60045},10049.99219,708.9603293,2019.0,YES,True,NoLink,NoLink,NoLink
246,247, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G299410.pdf,G299410,2006.0,{942BA1FD-AFFD-4CE6-B63F-48F6496A82E4},9764.992188,396.4160909,,NO,True,NoLink,NoLink,NoLink
247,248, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C64910.pdf,C64910,1994.0,{35CB03ED-9DE2-4160-B522-750310EC9847},9722.011719,972.8327052000001,,NO,True,NoLink,NoLink,NoLink
248,249, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310.pdf,C262310,2008.0,{1FF54E7E-E3C5-4A92-B5FB-F004F0F6972E},2956.355469,366.0582453,,NO,True,True,NoLink,NoLink
249,250, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G31800%2887310%29.pdf,G31800,1989.0,{5DFC4EBC-D5E0-42E9-8B6A-351B0ED93B66},9190.984375,568.3399321,2020.0,YES,True,NoLink,NoLink,NoLink
250,251, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282817.pdf,C282817,2006.0,{E99787F2-BC1C-43F7-989A-893BFB60E820},7780.414062999999,631.7042334,2019.0,YES,True,NoLink,NoLink,NoLink
251,252, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C435410.pdf,C435410,2012.0,{10C6141D-E1D6-4F7C-80F6-4EA7205C3E40},9038.492188,586.0444965,,NO,True,NoLink,NoLink,NoLink
252,253, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C38810.pdf,C38810,1995.0,{7EB4B502-8A7F-47E0-BB8A-44F3AAA3D32C},8886.5,704.9837267999999,2018.0,YES,True,NoLink,NoLink,NoLink
253,254, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C60310.pdf,C60310,1993.0,{962B675C-5D6D-4A3E-AF05-B3DD1B90E4F6},8858.0,414.87203639999996,,NO,True,NoLink,NoLink,NoLink
254,255, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C43910.pdf,C43910,1996.0,{B30DEBF0-7A13-4B94-ABFF-1FD9705D00E2},8819.003906,378.193525,,NO,True,NoLink,NoLink,NoLink
255,256, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329137.pdf,C329137,2010.0,{ED8E400B-EBB0-4938-B4B0-A3BCD528C08F},8789.867188,510.14438370000005,2017.0,YES,True,NoLink,NoLink,NoLink
256,257, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310.pdf,C262310,2008.0,{86795CB8-AE96-4D18-B374-7EBF958733D3},5043.875,635.7065349,,NO,True,True,NoLink,NoLink
257,258, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C09310.pdf,C09310,0.0,{A3D9203F-37EE-46D5-AF0B-3512EB16AA47},8361.003906,678.3616572000001,,NO,True,NoLink,NoLink,NoLink
258,259, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G299310.pdf,G299310,2006.0,{B41FB144-5E15-4975-815A-EEE50E377AE2},8294.980469,479.47797289999994,,NO,True,NoLink,NoLink,NoLink
259,260, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56010.pdf,C56010,1993.0,{BAA473DC-E9FF-425D-BA07-BAD12F19B723},8219.496094,612.5765144999999,,NO,True,NoLink,NoLink,NoLink
260,261, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C60610.pdf,C60610,1993.0,{7E7BEAE2-1FA9-4A8A-9754-7E51C64AD056},8193.5,401.44045310000007,,NO,True,NoLink,NoLink,NoLink
261,262, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329138.pdf,C329138,2013.0,{D373C433-FB08-4048-8107-E6DD5A9E2939},8335.546875,660.5931396000001,2017.0,YES,True,NoLink,NoLink,NoLink
262,263, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C35300.pdf,C35300,1988.0,{BB278803-BE38-4109-848E-B10EACBC5D00},7821.488281,763.3360396,,NO,True,NoLink,NoLink,NoLink
263,264, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79910.pdf,C79910,2000.0,{5BC7C230-BD8B-4183-AD21-5A2B397497BC},7623.488281,925.5426641,,NO,True,NoLink,NoLink,NoLink
264,265, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C171110.pdf,C171110,2003.0,{3ACE3EE3-1C6E-4904-AC51-0624D520A7A6},7465.492187999999,738.4065482000001,,NO,True,NoLink,NoLink,NoLink
265,266, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C36500.pdf,C36500,1989.0,{CCB686F0-087F-4091-B0DB-4BE82FE28294},7274.480469,763.7501772999999,,NO,True,NoLink,NoLink,NoLink
266,267, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C15700.pdf,C15700,1989.0,{4DEDAC9A-E215-4630-8D71-BB539C124471},6881.996094,576.300792,,NO,True,NoLink,NoLink,NoLink
267,268, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C148410.pdf,C148410,2000.0,{14E8BD84-DD79-4CCD-A71A-ECCA5FBB9C2C},6866.0,378.16627650000004,,NO,True,NoLink,NoLink,NoLink
268,269, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76110.pdf,C76110,1998.0,{D7ED7F36-8309-4683-AAFF-48484DA85561},6771.007812999999,333.6701108,,NO,True,NoLink,NoLink,NoLink
269,270, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C35900.pdf,C35900,1988.0,{4AC90C85-05B7-43F2-AF4C-B34BFC30B54E},6752.0,319.0430486,,NO,True,NoLink,NoLink,NoLink
270,271, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C313710.pdf,C313710,2010.0,{D50FFAB3-1A15-42B4-BEA0-9AB07E85B030},6720.996094,494.1024447,,NO,True,NoLink,NoLink,NoLink
271,272, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76720.pdf,C76720,1996.0,{E4947A44-558D-4BBF-AE7E-945D5603E7D0},6247.496094,310.3896983,,NO,True,NoLink,NoLink,NoLink
272,273, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39910.pdf,C39910,1990.0,{EDBF8171-6468-4F9F-9384-398917F8A8E8},6238.019531,903.5614757000001,,NO,True,NoLink,NoLink,NoLink
273,274, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C17600.pdf,C17600,1988.0,{A20CC699-CAF6-43BA-BF0F-6F6F9CC1986B},6231.003906,326.60983189999996,,NO,True,NoLink,NoLink,NoLink
274,275, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C09800.pdf,C09800,1988.0,{66052BD1-F0C5-408A-BDDB-0953C67F50D6},6191.488281,866.0608325999999,,NO,True,NoLink,NoLink,NoLink
275,276, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G31800%2887310%29.pdf,G31800,1989.0,{1DAF0E78-4D83-4069-B9CC-FC2736CCCC09},6048.992188,782.5737865,2020.0,YES,True,NoLink,NoLink,NoLink
276,277, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C67610.pdf,C67610,1995.0,{7BFDA723-6CE9-4995-BDDC-8419C2B8EF26},6019.496094,333.9751377,,NO,True,NoLink,NoLink,NoLink
277,278, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56810.pdf,C56810,1995.0,{899518DE-4D23-4769-AB23-BBE08E679CFD},5995.980469,682.1960165,2019.0,YES,True,NoLink,NoLink,NoLink
278,279, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C60410.pdf,C60410,1993.0,{1CD0A253-2843-4B6C-A197-BC27F864D49B},5980.996094,572.5540145,,NO,True,NoLink,NoLink,NoLink
279,280, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C1024.pdf,C1024,1968.0,{DA61F77D-2BA7-42F9-A398-150F10C3836E},5884.511719,548.3422347999999,,NO,True,NoLink,NoLink,NoLink
280,281, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C48610.pdf,C48610,1991.0,{2C8E5395-5C69-414D-8CF6-6CE1C060F18D},5829.007813,418.8856488,,NO,True,NoLink,NoLink,NoLink
281,282, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C14010-99-A.pdf,C14010-99-A,0.0,{1CB119CD-9281-41DF-BC4A-AF80E57835BC},5746.910156,281.9888068,,NO,True,NoLink,NoLink,NoLink
282,283, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C09000.pdf,C09000,1988.0,{C2611611-225D-4A26-B7AD-D2AD91D3EC55},5605.0,734.2829931,,NO,True,NoLink,NoLink,NoLink
283,284, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262310.pdf,C262310,2008.0,{6D853604-4E45-4AA8-933E-7C05BCFF2469},4010.2226560000004,400.9826514,2017.0,YES,True,True,NoLink,NoLink
284,285, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C212010.pdf,C212010,2003.0,{991F526B-1678-4DF3-87F4-2ED245DFCADE},5548.496094,301.919696,,NO,True,NoLink,NoLink,NoLink
285,286, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282819.pdf,C282819,2006.0,{153F93E6-9D19-465F-BED7-2BEB56A19CC1},5428.496094,504.7765651,,NO,True,NoLink,NoLink,NoLink
286,287, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C73010.pdf,C73010,1997.0,{816411D5-E3DA-4933-A861-E8FAA70065B4},5426.996094,423.7622472,,NO,True,NoLink,NoLink,NoLink
287,288, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282892.pdf,C282892,2009.0,{A931942A-D89E-48E2-86BB-A11F8B2D8507},5385.492188,418.6161694,,NO,True,NoLink,NoLink,NoLink
288,289, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57510.pdf,C57510,1993.0,{D6A8C5D2-9A02-476C-98A2-7454BE7E3ACD},5373.492188,406.1242264,,NO,True,NoLink,NoLink,NoLink
289,290, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C187310.pdf,C187310,2002.0,{D8104E73-BFD2-4673-8C57-E6CA6EFBA420},5217.996094,413.65346769999996,,NO,True,NoLink,NoLink,NoLink
290,291, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/85760.pdf,85760,0.0,{B006C241-9380-435F-B9E1-92D1E80ECE46},5198.515625,449.96027769999995,,NO,True,NoLink,NoLink,NoLink
291,292, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59710A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59710.pdf,C59710,1994.0,{24C723A5-F9BF-4478-BD25-432997048420},5186.003906,598.4395126000001,,NO,True,True,NoLink,NoLink
292,293, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C94210.pdf,C94210,1998.0,{2B4AC4F3-3D6F-441D-A3A9-A373FF91AB16},5161.0,277.9705705,,NO,True,NoLink,NoLink,NoLink
293,294, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282816.pdf,C282816,2006.0,{D1075E57-F3DE-477A-8C0C-7D57A84FDBEC},4531.195313,545.2902984,2019.0,YES,True,NoLink,NoLink,NoLink
294,295, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C759.pdf,C759,1963.0,{83369B92-26C5-435E-9A93-BE53FBB2F376},4996.5,404.4153965,,NO,True,NoLink,NoLink,NoLink
295,296, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C134910.pdf,C134910,2000.0,{8DC579F2-A0B2-4280-B8F9-68EC98D7FB81},4926.011719,615.9539695000001,,NO,True,NoLink,NoLink,NoLink
296,297, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282840.pdf,C282840,2006.0,{26A3F860-D9BC-4B33-A304-5061E4624298},4918.988281,554.0948275000001,,NO,True,NoLink,NoLink,NoLink
297,298, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30510%2884820%29.pdf,G30510,0.0,{0E162152-6F23-44D9-BC3E-53A2BA279041},4804.996094,636.3228425,,NO,True,NoLink,NoLink,NoLink
298,299, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C313710.pdf,C313710,2010.0,{7828C41B-9005-48D6-8125-63C309BA8F78},4731.996094,290.91209669999995,,NO,True,NoLink,NoLink,NoLink
299,300, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C91010.pdf,C91010,2001.0,{4AFFA8B8-8874-4D68-A8CB-56A56EAFAA28},4731.003906,276.2066187,,NO,True,NoLink,NoLink,NoLink
300,301, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C807.pdf,C807,1965.0,{46313D1E-E1C0-4ECF-92E5-AAD0535727CF},4698.0,511.2565582,,NO,True,NoLink,NoLink,NoLink
301,302, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C95370.pdf,C95370,0.0,{A9BA6FF2-B678-4317-99AC-2D2D0C040C42},4702.007813,407.5214898,,NO,True,NoLink,NoLink,NoLink
302,303, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39110.pdf,C39110,1992.0,{C64A999B-2417-4EDC-A5F3-BF05D892E7B2},4676.5,381.4391442,2019.0,YES,True,NoLink,NoLink,NoLink
303,304, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C41710.pdf,C41710,1990.0,{2AC3520F-03B7-4052-A0C7-9B8DDF6CD78E},4620.484375,445.72184689999995,,NO,True,NoLink,NoLink,NoLink
304,305, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C886.pdf,C886,0.0,{1BE7DF0C-D94A-46DD-8613-CAAE92EB0136},4608.976563,577.4994839999999,,NO,True,NoLink,NoLink,NoLink
305,306, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C279310.pdf,C279310,2008.0,{B2BE163F-FEA2-4A20-BB7C-23D2E711DC1D},4583.5,345.24703230000006,,NO,True,NoLink,NoLink,NoLink
306,307, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Unnamed_Misc/Lake_Merrit_Flood_Control_Facility.pdf,Flood Control,0.0,{27A21069-6994-4069-8AA6-893656D843E6},4559.988281,286.20588829999997,,NO,True,NoLink,NoLink,NoLink
307,308, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C785.pdf,C785,0.0,{FD41F298-EF9A-426E-A6D2-3EBC4E76C9C2},4488.0,537.9231903,,NO,True,NoLink,NoLink,NoLink
308,309, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C66910.pdf,C66910,1994.0,{C1DF92AC-0A1B-4C58-A1EB-51F319C9A86E},4480.386719,354.92805539999995,,NO,True,NoLink,NoLink,NoLink
309,310, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011.0,{D671F7D7-DA28-4CCC-A741-52D4DFA062C5},4443.5,472.81741900000003,,NO,True,NoLink,NoLink,NoLink
310,311, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C278810.pdf,C278810,2005.0,{6876121C-CFAC-459D-B6CA-AA626D3C9473},4448.492188,350.30992610000004,,NO,True,NoLink,NoLink,NoLink
311,312, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G22110.pdf,G22110,0.0,{6F2E7A96-41D9-489E-926B-A17DDDF9E6DD},4416.507813,471.44804960000005,,NO,True,NoLink,NoLink,NoLink
312,313, ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70710b.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70710a.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70710.pdf,C70710,1995.0,{D3581BE3-403F-4DE6-BCDC-668766D53BE3},4339.996094,287.97659460000006,,NO,True,True,True,NoLink
313,314, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329111.pdf,C329111,2007.0,{6C63A90D-5A5E-45A0-82DB-ECF0AEA01682},4657.925781,457.6626547,2017.0,YES,True,NoLink,NoLink,NoLink
314,315, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C36500.pdf,C36500,1989.0,{54B6A7BB-AECA-4A49-85C6-8EC4681F5D06},4265.007813,372.4438963,,NO,True,NoLink,NoLink,NoLink
315,316, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C66810.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52310.pdf,C52310,1994.0,{98F86C70-9F38-4ACF-BD79-B30B29E3ADE8},3469.21875,270.3417374,2018.0,YES,True,True,NoLink,NoLink
316,317, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70210.pdf,C70210,1999.0,{40841E86-FC5F-4B19-8A91-637C066891CB},4194.492188,348.0802931,,NO,True,NoLink,NoLink,NoLink
317,318, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C97610.pdf,C97610,1999.0,{F7A9FE04-688F-4211-B7E4-92707630E8B1},4109.988281,460.8872693,,NO,True,NoLink,NoLink,NoLink
318,319, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C95370.pdf,C95370,0.0,{66D8BAF8-512D-4F4A-AB08-89C8646CEB30},4029.5039060000004,256.1318028,,NO,True,NoLink,NoLink,NoLink
319,320, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C148610.pdf,C148610,2001.0,{98A99FEA-5EC9-4AEE-A1D0-D83832964736},4002.984375,447.22491039999994,,NO,True,NoLink,NoLink,NoLink
320,321, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65910.pdf,C65910,1995.0,{E3C7D809-2FB0-43FB-8204-7145CA63413C},3942.0,398.2591686,,NO,True,NoLink,NoLink,NoLink
321,322, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57510.pdf,C57510,1993.0,{57E7FD6F-B24A-47A2-A973-D20FCAD4CEA3},3917.9882810000004,369.8834495,,NO,True,NoLink,NoLink,NoLink
322,323, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57810.pdf,C57810,1994.0,{49F7FCEC-5915-49D7-A438-876AF8119DF0},3907.4804689999996,466.5610777,,NO,True,NoLink,NoLink,NoLink
323,324, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282817.pdf,C282817,2006.0,{D7E839F3-F81B-410F-B2F5-FDA673034946},3864.9882810000004,424.53034160000004,2019.0,YES,True,NoLink,NoLink,NoLink
324,325, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69810.pdf,C69810,1998.0,{B4373F47-E51B-4377-A142-96D6B7DC9D8F},3846.164063,340.4502937,,NO,True,NoLink,NoLink,NoLink
325,326, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56010.pdf,C56010,1993.0,{FF5A70B9-A46F-4ED6-AF0D-C776DB0F7FD3},3791.992188,338.14095360000005,,NO,True,NoLink,NoLink,NoLink
326,327, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C136110A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C136110.pdf,C136110,1999.0,{8336F814-F89D-4210-8652-6ADB433A87F9},3706.5117189999996,692.2088002,,NO,True,True,NoLink,NoLink
327,328, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262410.pdf,C262410,2006.0,{465110C4-ADFB-42AF-AB8E-2E15E50756F4},3660.992188,456.2432733,,NO,True,NoLink,NoLink,NoLink
328,329, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56810.pdf,C56810,1995.0,{A1D76DFE-43DB-4422-9990-F873AD2F615D},4602.753906,400.5313488,2019.0,YES,True,NoLink,NoLink,NoLink
329,330, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/B00210.pdf,B00210,1995.0,{F7C89CEA-9931-4BF2-8E34-A737C61D5252},3553.992188,371.3875868,,NO,True,NoLink,NoLink,NoLink
330,331, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C91010.pdf,C91010,2001.0,{35018CB9-27C5-4102-B33D-8802E4F5DC47},3471.0,387.17127810000005,,NO,True,NoLink,NoLink,NoLink
331,332, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C171110.pdf,C171110,2003.0,{DF053ADD-F388-4014-8E15-61DDFE43F092},3466.5,487.0417323,,NO,True,NoLink,NoLink,NoLink
332,333, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329111.pdf,C329111,2007.0,{EAB45EE6-F2DA-4DDB-879C-63B6F2B09480},1392.9726560000001,260.72664219999996,2017.0,YES,True,NoLink,NoLink,NoLink
333,334, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C99310.pdf,C99310,1999.0,{844D91BF-9A89-4CBB-87D3-69FCD2460092},5209.671875,592.5493047,2019.0,YES,True,NoLink,NoLink,NoLink
334,335, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C190710.pdf,C190710,2001.0,{2D003EC2-2059-4A1F-A863-B531504C123E},3299.5,578.1918614,2019.0,YES,True,NoLink,NoLink,NoLink
335,336, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56810.pdf,C56810,1995.0,{51F0225F-E679-45DD-ABA2-475CF3F341E6},2149.222656,253.927827,2019.0,YES,True,NoLink,NoLink,NoLink
336,337, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C56810.pdf,C56810,1995.0,{ECF12EE4-BDC1-4C5E-AB7C-575AF77B22FD},3032.636719,340.6896215,2019.0,YES,True,NoLink,NoLink,NoLink
337,338, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C36210.pdf,C36210,1992.0,{3974DEA7-D441-401A-932B-5970753E2CCF},3146.496094,401.4152996,,NO,True,NoLink,NoLink,NoLink
338,339, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C91210.pdf,C91210,0.0,{B418CA2F-7564-4EAD-85FE-24E8691178C7},3143.5,218.6562354,,NO,True,NoLink,NoLink,NoLink
339,340, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C262410.pdf,C262410,2006.0,{02D26CE1-F263-478E-B6BC-91A0163F251C},3042.5,475.6349187,,NO,True,NoLink,NoLink,NoLink
340,341, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G298610.pdf,G298610,2006.0,{2A322274-DD98-4127-90A2-7775630534C2},3004.003906,229.1509708,,NO,True,NoLink,NoLink,NoLink
341,342, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57810.pdf,C57810,1994.0,{EFC9685B-1DE9-4823-BD42-0434DA68D3C1},2985.988281,406.14009330000005,,NO,True,NoLink,NoLink,NoLink
342,343, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39310.pdf,C39310,0.0,{9B0A8FB9-16FE-47B4-A609-DFE0A11B72F2},2939.9921879999997,437.44259360000007,,NO,True,NoLink,NoLink,NoLink
